Age,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Stress_Index,GPA,Semester_GPA,CGPA,Dropout,Internet_Access_Yes,Part_Time_Job_Yes,Scholarship_Yes,Semester_Year 2,Semester_Year 3,Semester_Year 4,Department_Business,Department_CS,Department_Engineering,Department_Science,Exam_Score,Absence_Rate,Academic_Performance,Dropout_Risk_Index
22,5,80,2,6,1,2,2,0,1,0,0,0,0,0,0,0,0,1,62.0,20,59.0,31.0
24,5,87,2,4,3,3,3,0,0,1,0,1,0,0,0,0,0,1,69.5,13,69.05,18.200000000000003
18,2,100,0,3,3,4,4,0,1,1,1,0,0,0,0,0,0,1,60.0,0,64.8,9.0
19,4,83,2,4,2,2,2,0,1,0,1,0,1,0,0,0,1,0,59.5,17,62.05,22.799999999999997
20,3,86,2,9,2,1,1,1,1,0,0,0,1,0,0,0,1,0,43.0,14,38.5,49.6
24,5,84,0,5,2,2,2,0,1,0,1,1,0,0,0,0,1,0,72.0,16,68.4,16.4
19,4,79,1,6,2,2,2,0,1,0,1,0,0,0,0,1,0,0,56.5,21,55.15,30.4
19,3,83,5,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,40.5,17,46.349999999999994,42.8
22,4,80,4,8,0,0,0,1,1,0,1,0,0,1,0,0,0,1,44.0,20,41.599999999999994,52.0
19,3,74,1,7,1,1,1,0,1,1,0,1,0,0,0,1,0,0,44.0,26,44.0,40.4
21,2,88,4,3,3,3,3,0,1,0,0,0,1,0,0,0,0,0,42.0,12,52.2,29.799999999999997
17,3,67,0,5,1,0,0,1,1,1,0,1,0,0,0,0,0,0,47.5,33,51.25,29.200000000000003
25,4,82,0,4,3,3,3,0,1,0,1,1,0,0,0,0,1,0,65.0,18,65.9,15.2
18,5,79,3,6,2,2,2,0,1,1,1,0,0,1,1,0,0,0,58.5,21,56.55,35.4
20,4,73,3,7,0,0,0,0,1,1,1,0,0,0,0,0,0,1,45.5,27,45.05,45.8
20,4,87,1,5,2,1,1,0,1,0,1,0,1,0,1,0,0,0,62.5,13,61.75,22.200000000000003
25,4,73,2,6,1,1,1,0,1,0,0,0,0,0,0,0,1,0,50.5,27,50.949999999999996,36.8
18,4,78,3,4,3,4,4,0,1,1,1,1,0,0,0,1,0,0,54.0,22,58.199999999999996,28.799999999999997
25,6,87,4,8,2,2,2,1,1,0,0,0,1,0,1,0,0,0,63.5,13,55.24999999999999,43.2
22,2,66,1,7,0,0,0,1,1,0,0,0,1,0,1,0,0,0,32.0,34,35.599999999999994,46.6
21,5,90,2,1,4,3,3,0,1,0,0,0,0,1,0,0,0,1,77.0,10,81.5,2.0
18,6,81,2,3,3,3,3,0,1,1,0,1,0,0,0,0,0,1,76.5,19,76.35,12.600000000000001
22,2,79,0,3,2,2,2,0,1,0,1,1,0,0,0,0,0,1,49.5,21,57.45,17.4
19,4,71,1,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,54.5,29,56.15,28.6
23,1,82,1,6,2,2,2,1,0,1,1,1,0,0,0,0,0,1,34.0,18,39.4,38.2
18,3,82,0,6,0,0,0,0,1,0,0,0,0,1,1,0,0,0,53.0,18,52.699999999999996,28.200000000000003
20,2,86,2,5,2,2,2,0,1,1,0,0,0,1,1,0,0,0,43.0,14,48.099999999999994,32.6
19,4,78,2,5,3,3,3,0,1,0,1,1,0,0,0,0,0,0,55.0,22,56.5,29.799999999999997
18,3,74,0,6,3,3,3,0,1,0,0,0,0,1,1,0,0,0,49.0,26,49.9,31.4
22,3,84,2,10,1,1,2,1,0,0,1,0,1,0,1,0,0,0,40.0,16,34.0,55.400000000000006
22,4,77,2,2,3,4,4,0,1,0,0,0,1,0,1,0,0,0,60.5,23,67.55,15.200000000000003
23,2,86,1,2,3,3,3,0,1,0,0,0,1,0,0,0,0,0,52.0,14,61.599999999999994,13.600000000000001
17,4,73,3,4,4,4,4,0,0,0,1,1,0,0,0,0,1,0,51.5,27,56.449999999999996,30.799999999999997
23,4,88,2,4,2,2,2,0,1,1,0,0,0,1,0,0,1,0,62.0,12,63.8,20.799999999999997
26,4,93,0,5,3,2,2,0,1,0,0,0,0,1,0,0,0,1,68.5,7,65.94999999999999,15.8
20,4,80,1,5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,59.0,20,59.3,25.0
25,3,92,2,3,1,1,1,0,1,0,0,0,1,0,0,0,0,0,58.0,8,63.39999999999999,17.2
20,5,88,2,4,4,3,3,0,1,1,0,0,0,0,0,1,0,0,70.0,12,69.4,17.799999999999997
18,5,84,3,5,1,1,1,0,0,1,1,0,1,0,0,0,0,0,63.0,16,62.099999999999994,28.4
20,3,81,1,5,1,2,2,0,0,0,1,1,0,0,0,0,1,0,51.5,19,54.05,27.6
23,3,77,2,5,3,2,3,0,1,1,0,0,1,0,0,1,0,0,46.5,23,50.55,33.2
19,2,91,3,5,3,3,3,0,1,1,0,0,1,0,0,0,0,0,42.5,9,47.75,34.6
19,6,90,2,4,4,3,3,0,1,0,0,0,1,0,1,0,0,0,79.0,10,75.69999999999999,14.0
22,5,73,4,5,1,1,1,0,1,0,0,1,0,0,0,0,0,1,54.5,27,56.15,36.8
21,5,82,0,5,2,2,2,0,1,0,0,0,1,0,0,0,0,1,71.0,18,67.69999999999999,17.200000000000003
22,5,75,3,7,1,2,2,0,1,0,0,1,0,0,0,1,0,0,54.5,25,51.349999999999994,42.0
21,3,85,3,2,2,1,1,0,0,0,1,0,1,0,1,0,0,0,53.5,15,62.64999999999999,19.0
22,3,88,5,5,1,1,1,1,0,1,1,1,0,0,0,0,0,1,43.0,12,48.099999999999994,40.8
20,5,69,4,5,1,1,1,1,1,0,0,0,0,0,0,0,0,1,52.5,31,54.75,38.4
21,3,81,2,5,1,1,1,0,1,1,0,0,1,0,0,1,0,0,48.5,19,51.949999999999996,31.6
19,3,85,4,5,2,3,3,0,1,1,0,0,0,0,0,0,0,0,44.5,15,49.15,38.0
23,4,82,4,5,3,3,3,0,1,0,0,0,1,0,0,0,0,0,51.0,18,53.699999999999996,36.2
19,2,96,0,5,2,2,2,0,1,1,0,0,1,0,0,1,0,0,54.0,4,55.8,20.6
23,5,69,2,5,1,1,1,1,1,0,1,0,1,0,0,0,0,1,58.5,31,58.949999999999996,30.4
20,4,92,1,6,1,2,1,0,1,0,1,0,0,1,0,0,0,1,63.0,8,59.699999999999996,25.200000000000003
21,3,74,0,5,1,1,1,0,1,1,1,1,0,0,0,0,1,0,51.0,26,53.699999999999996,26.4
19,5,64,7,4,2,2,2,1,1,1,0,0,1,0,0,0,0,0,43.0,36,50.5,47.4
18,2,84,0,7,1,1,1,0,0,0,0,0,0,1,0,1,0,0,44.0,16,44.0,35.4
17,3,81,0,3,2,2,2,0,1,1,0,0,0,1,0,0,0,0,58.5,19,63.75,13.600000000000001
18,5,82,2,3,2,2,2,0,1,0,0,0,1,0,0,0,0,1,69.0,18,71.1,15.2
20,3,86,4,3,4,3,3,0,1,1,0,0,0,0,0,1,0,0,49.0,14,57.099999999999994,27.6
21,2,86,3,6,2,2,2,0,1,0,1,0,0,0,1,0,0,0,38.0,14,42.199999999999996,41.6
23,4,77,0,4,2,2,2,0,1,0,0,1,0,0,0,0,0,0,62.5,23,64.15,17.200000000000003
20,3,88,3,5,3,3,3,0,1,0,0,1,0,0,0,0,0,1,49.0,12,52.3,32.8
19,4,65,0,8,0,0,0,1,1,1,1,0,0,1,0,0,0,1,48.5,35,44.74999999999999,42.0
17,5,81,3,3,4,3,3,0,1,1,1,0,0,1,0,1,0,0,65.5,19,68.64999999999999,19.6
22,3,91,1,2,2,1,1,0,1,1,0,1,0,0,0,1,0,0,62.5,9,68.95,8.600000000000001
24,0,84,5,7,1,1,1,1,1,0,0,0,0,0,1,0,0,0,13.0,16,22.299999999999997,61.4
23,4,82,1,4,0,0,0,0,1,1,1,1,0,0,0,0,0,1,62.0,18,63.8,19.2
22,2,79,2,3,3,2,2,0,1,0,0,1,0,0,0,0,0,1,43.5,21,53.25,25.4
22,4,84,1,5,1,1,1,0,1,0,0,1,0,0,0,0,0,1,61.0,16,60.699999999999996,23.4
24,4,79,1,5,3,3,3,0,1,0,0,0,0,1,0,0,0,1,58.5,21,58.949999999999996,25.4
21,5,87,1,3,2,3,3,0,1,0,0,0,1,0,0,0,0,0,74.5,13,74.95,9.2
22,5,77,1,6,2,2,2,0,0,0,1,0,1,0,0,0,1,0,63.5,23,60.05,28.200000000000003
20,3,94,1,4,4,3,3,0,1,1,0,1,0,0,1,0,0,0,60.0,6,62.4,17.4
18,3,86,0,4,4,4,4,0,1,1,1,0,0,0,0,0,0,1,59.0,14,61.699999999999996,16.6
19,4,96,0,2,3,3,3,0,1,0,1,0,0,1,0,0,1,0,76.0,4,78.39999999999999,0.0
21,5,78,2,1,4,4,4,0,1,0,0,0,0,1,0,0,0,0,71.0,22,77.3,6.800000000000001
21,2,91,0,5,2,2,2,0,1,1,0,0,0,0,0,0,0,0,51.5,9,54.05,22.6
25,5,71,2,3,1,2,2,0,1,0,0,0,0,0,0,1,0,0,63.5,29,67.25,19.6
21,1,87,5,5,2,2,2,1,1,0,0,0,0,0,0,1,0,0,26.5,13,36.55,47.2
23,1,81,1,9,0,0,0,1,1,1,1,1,0,0,0,0,0,0,27.5,19,27.65,53.6
20,1,83,1,6,1,1,1,1,1,0,0,0,0,0,0,0,0,1,34.5,17,39.75,37.8
20,4,87,3,5,1,1,1,0,1,1,0,0,0,1,0,0,1,0,56.5,13,57.55,30.200000000000003
18,4,87,2,6,2,3,3,0,1,1,0,1,0,0,0,1,0,0,57.5,13,55.85,31.200000000000003
19,4,88,2,9,1,0,0,1,1,0,0,0,1,0,0,1,0,0,52.0,12,44.8,45.8
22,3,84,2,2,4,4,4,0,1,0,0,1,0,0,0,0,1,0,56.0,16,64.39999999999999,15.399999999999999
21,4,86,1,5,3,2,2,0,1,0,1,1,0,0,0,0,0,0,62.0,14,61.4,22.6
23,3,80,3,8,0,0,0,1,1,0,1,0,0,1,0,0,0,0,39.0,20,38.099999999999994,51.0
21,3,76,3,6,0,1,1,0,1,0,0,1,0,0,1,0,0,0,41.0,24,44.3,42.6
20,2,83,1,7,2,2,2,0,1,0,0,0,1,0,0,0,1,0,40.5,17,41.55,39.8
25,4,64,1,4,1,1,1,1,1,0,1,0,0,1,0,0,0,1,53.0,36,57.49999999999999,26.4
20,3,85,3,3,2,2,2,0,0,1,1,0,1,0,0,1,0,0,51.5,15,58.849999999999994,24.0
23,4,89,1,8,2,2,2,1,0,1,0,0,0,1,0,0,1,0,57.5,11,51.05,36.4
20,4,87,4,5,2,2,2,0,1,0,0,0,0,1,0,0,0,1,53.5,13,55.449999999999996,34.2
22,6,77,1,7,2,2,2,0,1,0,0,0,1,0,0,0,0,0,69.5,23,61.849999999999994,30.200000000000003
23,4,65,2,7,0,0,0,1,0,0,0,0,0,1,1,0,0,0,44.5,35,44.349999999999994,45.0
21,5,87,1,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,66.5,13,59.75,29.200000000000003
17,5,75,4,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,53.5,25,53.05,41.0
21,2,71,3,6,1,1,1,0,1,1,0,0,0,1,0,0,1,0,30.5,29,36.949999999999996,47.6
23,3,89,5,6,1,1,1,1,1,0,1,0,0,0,0,0,0,0,41.5,11,44.65,45.4
22,3,71,2,4,1,1,1,0,1,1,1,0,0,0,0,1,0,0,45.5,29,52.25,30.6
22,4,80,3,7,2,2,2,0,1,0,1,0,0,1,0,0,1,0,49.0,20,47.5,43.0
17,5,96,1,4,3,2,2,0,1,0,1,0,1,0,0,0,0,0,77.0,4,74.3,10.600000000000001
19,4,76,2,7,2,2,2,0,0,1,0,1,0,0,0,1,0,0,50.0,24,48.2,40.6
21,2,73,2,6,0,0,0,0,1,0,0,0,1,0,0,0,1,0,34.5,27,39.75,42.8
21,3,86,2,1,3,4,4,0,0,0,0,0,1,0,0,1,0,0,59.0,14,68.89999999999999,9.600000000000001
23,3,84,3,7,3,3,3,0,1,0,1,0,0,0,1,0,0,0,43.0,16,43.3,44.4
20,4,68,2,5,2,2,2,1,1,0,0,0,0,1,0,0,1,0,50.0,32,53.0,33.8
21,4,67,1,5,0,1,1,1,1,0,0,1,0,0,0,0,1,0,52.5,33,54.75,30.200000000000003
21,3,91,3,8,1,1,1,1,1,0,0,1,0,0,1,0,0,0,44.5,9,41.949999999999996,46.6
18,1,93,3,5,1,1,1,1,1,0,0,0,0,0,1,0,0,0,35.5,7,42.849999999999994,36.8
17,2,79,0,6,2,2,2,0,1,1,1,0,1,0,1,0,0,0,43.5,21,46.05,32.4
21,6,86,2,3,2,2,2,0,0,1,1,0,0,1,0,1,0,0,79.0,14,78.1,10.600000000000001
21,6,86,4,5,2,2,2,0,1,0,1,0,0,1,0,1,0,0,69.0,14,66.3,28.6
19,3,90,0,8,1,1,1,1,1,0,0,1,0,0,0,0,1,0,53.0,10,47.89999999999999,35.0
17,4,81,1,5,3,2,2,0,1,0,0,0,0,1,1,0,0,0,59.5,19,59.65,24.6
22,4,92,1,7,1,1,1,0,1,0,0,0,0,0,0,0,0,1,61.0,8,55.89999999999999,30.200000000000003
20,5,76,2,5,4,3,3,0,1,0,0,0,0,1,0,0,0,0,62.0,24,61.4,27.6
22,4,88,2,5,2,2,2,0,1,0,0,0,0,0,0,1,0,0,60.0,12,60.0,25.799999999999997
25,2,74,1,6,3,3,3,0,1,0,1,1,0,0,0,0,0,1,38.0,26,42.199999999999996,38.4
17,2,67,3,1,3,4,4,1,1,1,0,0,0,1,0,0,0,0,38.5,33,54.55,24.200000000000003
19,4,86,0,6,4,4,4,0,1,1,0,0,0,0,0,0,1,0,63.0,14,59.699999999999996,23.6
20,1,100,3,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,47.0,0,60.5,14.0
24,1,84,4,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,28.0,16,37.599999999999994,44.4
17,5,80,3,4,2,2,2,0,1,0,0,0,0,1,0,1,0,0,63.0,20,64.5,25.0
25,7,91,2,3,2,2,2,0,1,1,0,0,0,1,0,0,0,0,89.5,9,85.45,5.600000000000001
21,3,78,1,8,1,1,1,1,1,1,1,0,0,1,0,1,0,0,44.0,22,41.599999999999994,43.8
20,3,67,2,7,1,1,1,1,1,0,0,0,0,0,1,0,0,0,37.5,33,39.45,47.2
20,3,89,0,4,1,1,1,0,0,0,1,0,0,1,0,0,0,0,60.5,11,62.74999999999999,15.399999999999999
20,4,94,3,9,1,1,1,1,1,0,1,1,0,0,1,0,0,0,52.0,6,44.8,47.4
23,2,83,5,7,0,0,0,1,1,0,0,1,0,0,0,0,0,1,28.5,17,33.15,55.8
18,3,84,2,5,3,3,3,0,1,0,0,1,0,0,0,0,0,0,50.0,16,53.0,30.4
21,5,77,4,2,4,4,3,0,1,1,0,0,0,1,0,0,0,1,62.5,23,68.95,20.200000000000003
20,3,80,3,5,3,4,3,0,1,0,0,0,1,0,0,0,0,1,45.0,20,49.5,36.0
19,4,83,4,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,53.5,17,57.849999999999994,30.799999999999997
26,5,82,2,4,2,2,2,0,1,0,1,0,0,1,1,0,0,0,67.0,18,67.3,20.200000000000003
21,3,82,0,6,0,0,0,0,1,1,0,1,0,0,0,0,0,1,53.0,18,52.699999999999996,28.200000000000003
22,2,56,0,4,1,0,0,1,1,0,0,1,0,0,0,0,1,0,36.0,44,45.599999999999994,31.6
23,1,83,1,7,3,3,3,1,0,0,1,0,0,1,0,0,0,1,32.5,17,35.95,42.8
17,2,71,1,4,2,2,2,0,1,1,0,0,0,0,1,0,0,0,40.5,29,48.75,29.6
24,5,85,4,3,3,4,4,0,1,1,0,1,0,0,0,0,0,1,64.5,15,67.95,22.0
17,3,90,2,6,2,2,2,0,1,1,0,1,0,0,0,0,0,0,51.0,10,51.3,33.0
19,4,86,4,5,2,1,1,0,1,0,0,0,0,0,0,0,1,0,53.0,14,55.099999999999994,34.6
20,5,72,1,7,1,0,0,0,1,1,0,1,0,0,1,0,0,0,59.0,28,54.5,35.2
22,2,75,0,5,2,2,2,0,1,0,0,0,0,0,1,0,0,0,43.5,25,48.45,29.0
21,7,81,1,3,3,3,3,0,1,0,1,0,1,0,1,0,0,0,87.5,19,84.05,5.600000000000001
20,3,88,0,6,2,2,2,0,1,0,1,0,0,0,0,0,0,1,56.0,12,54.8,25.799999999999997
21,4,90,4,3,3,4,4,0,1,1,0,1,0,0,0,1,0,0,59.0,10,64.1,23.0
18,3,84,0,5,0,1,1,0,1,1,0,0,0,0,0,0,0,1,56.0,16,57.199999999999996,22.4
17,2,74,0,4,2,1,1,0,1,1,0,0,0,1,0,0,0,1,45.0,26,51.89999999999999,24.4
22,4,91,2,5,2,2,2,0,1,1,0,0,0,1,0,0,1,0,61.5,9,61.05,24.6
22,3,81,3,5,1,1,1,0,1,0,1,1,0,0,1,0,0,0,45.5,19,49.849999999999994,35.6
24,4,78,3,6,0,0,0,0,1,0,1,0,0,0,1,0,0,0,50.0,22,50.6,38.8
19,1,78,0,4,2,2,2,1,1,0,1,0,1,0,0,0,1,0,39.0,22,47.699999999999996,25.8
22,2,69,1,1,4,3,3,1,1,1,0,0,0,1,0,0,0,0,45.5,31,59.449999999999996,15.399999999999999
20,3,90,1,3,2,2,2,0,1,0,0,0,0,1,0,1,0,0,60.0,10,64.8,14.0
23,2,81,1,5,1,1,1,0,1,0,1,1,0,0,0,0,1,0,43.5,19,48.45,30.6
23,7,76,0,7,1,1,1,0,1,0,0,1,0,0,0,0,0,1,80.0,24,69.2,23.6
21,4,86,2,6,3,3,3,0,1,0,0,1,0,0,0,0,0,0,57.0,14,55.5,31.6
20,4,88,3,7,3,3,3,0,1,1,1,0,0,0,0,0,1,0,53.0,12,50.3,39.8
23,2,68,0,5,3,2,2,1,1,1,1,0,0,0,0,0,0,0,40.0,32,46.0,31.799999999999997
22,3,94,0,5,2,2,2,0,1,0,0,0,0,0,1,0,0,0,61.0,6,60.699999999999996,18.4
19,4,99,1,5,4,3,3,0,0,0,0,0,0,0,0,0,0,1,68.5,1,65.94999999999999,17.4
18,5,82,3,7,1,0,0,0,1,1,1,0,0,1,0,1,0,0,58.0,18,53.8,39.2
20,2,83,1,8,2,2,2,1,1,1,1,0,0,0,1,0,0,0,38.5,17,37.75,44.8
24,3,100,2,3,3,4,3,0,0,0,0,0,1,0,0,0,0,1,62.0,0,66.2,14.0
23,4,73,0,5,2,2,2,0,1,0,0,0,0,1,1,0,0,0,58.5,27,58.949999999999996,23.799999999999997
18,1,77,4,3,3,3,3,1,1,0,0,0,1,0,0,0,1,0,28.5,23,42.75,37.2
18,1,86,1,8,2,2,2,1,1,1,0,0,0,1,0,0,0,0,32.0,14,33.199999999999996,46.6
23,2,91,1,5,2,1,1,0,1,0,0,1,0,0,1,0,0,0,48.5,9,51.949999999999996,26.6
18,3,82,1,5,3,2,2,0,1,0,0,0,1,0,0,0,1,0,52.0,18,54.4,27.200000000000003
22,3,75,1,3,2,2,2,0,1,0,0,0,0,0,0,0,0,1,52.5,25,59.55,20.0
19,5,92,2,5,2,2,2,0,0,0,1,0,0,0,0,0,0,0,70.0,8,67.0,21.200000000000003
24,1,81,2,5,1,1,1,1,1,0,0,0,0,0,0,0,1,0,32.5,19,40.75,37.6
19,3,82,2,3,2,1,1,0,1,1,1,0,0,0,0,0,0,0,53.0,18,59.89999999999999,21.2
23,5,89,2,5,2,2,3,0,1,0,0,0,1,0,0,1,0,0,68.5,11,65.94999999999999,22.4
21,1,94,2,4,1,2,2,1,1,1,0,0,0,1,0,0,1,0,41.0,6,49.099999999999994,27.4
21,3,83,3,6,1,1,1,0,1,1,0,0,1,0,0,1,0,0,44.5,17,46.75,39.8
17,4,85,0,3,4,3,3,0,1,1,1,0,0,1,1,0,0,0,68.5,15,70.75,9.0
17,5,90,1,5,4,4,3,0,1,1,0,0,1,0,0,1,0,0,72.0,10,68.4,18.0
20,2,80,0,5,2,2,2,0,1,0,0,1,0,0,0,0,0,1,46.0,20,50.199999999999996,27.0
21,4,77,2,6,0,0,0,0,1,1,1,0,0,0,0,1,0,0,52.5,23,52.35,35.2
18,4,79,1,5,2,2,2,0,1,0,1,0,0,0,0,0,0,0,58.5,21,58.949999999999996,25.4
18,2,74,0,5,1,1,1,0,0,0,1,1,0,0,0,0,0,1,43.0,26,48.099999999999994,29.4
22,2,73,2,4,1,1,1,0,1,1,0,1,0,0,0,0,0,0,38.5,27,47.349999999999994,32.8
22,2,99,2,6,0,1,1,0,1,1,1,0,1,0,0,0,1,0,47.5,1,48.85,32.4
20,8,74,0,6,1,1,1,0,1,0,1,0,0,1,0,0,1,0,89.0,26,77.89999999999999,16.4
22,5,84,2,6,3,2,2,0,0,1,1,0,0,1,0,1,0,0,64.0,16,60.4,29.4
18,4,81,1,5,3,3,3,0,1,0,0,0,0,0,0,0,0,1,59.5,19,59.65,24.6
20,2,90,1,5,1,1,1,0,1,1,0,1,0,0,0,0,0,1,48.0,10,51.599999999999994,27.0
24,4,82,2,3,2,2,2,0,1,1,1,0,0,0,0,0,0,1,61.0,18,65.5,18.2
21,2,93,1,4,3,3,3,0,1,0,0,0,1,0,1,0,0,0,51.5,7,56.449999999999996,20.8
21,4,81,0,4,3,3,3,0,1,1,0,0,1,0,0,0,0,1,64.5,19,65.55,15.600000000000001
26,5,84,2,7,1,1,1,0,1,1,1,0,1,0,0,0,0,0,62.0,16,56.599999999999994,34.4
17,3,88,1,3,3,3,3,0,1,1,0,1,0,0,0,0,1,0,59.0,12,64.1,14.8
22,3,83,2,3,4,4,4,0,0,1,0,0,1,0,1,0,0,0,53.5,17,60.25,20.8
24,4,86,0,5,2,1,1,0,1,1,0,0,1,0,0,0,0,1,65.0,14,63.5,18.6
20,5,84,0,4,0,1,1,0,1,1,0,0,0,0,0,1,0,0,74.0,16,72.19999999999999,11.399999999999999
22,3,70,2,4,2,2,2,0,1,0,0,1,0,0,0,0,0,0,45.0,30,51.89999999999999,31.0
18,6,88,0,4,4,3,3,0,1,0,0,0,0,1,0,0,0,1,84.0,12,79.19999999999999,6.800000000000001
19,1,91,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,33.5,9,43.849999999999994,36.6
21,2,81,0,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,48.5,19,54.349999999999994,21.6
22,4,80,3,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,57.0,20,62.7,23.0
23,4,84,1,4,2,3,2,0,1,0,1,1,0,0,0,0,0,0,63.0,16,64.5,18.4
24,3,97,2,2,3,3,3,0,1,0,0,0,1,0,0,0,0,0,62.5,3,68.95,10.2
20,5,79,2,6,4,4,4,0,1,0,0,0,0,1,0,1,0,0,61.5,21,58.65,31.4
23,2,87,1,3,3,2,3,0,1,0,0,0,0,1,0,0,0,1,50.5,13,58.14999999999999,18.2
20,4,80,2,6,2,2,2,0,1,0,1,0,1,0,0,0,1,0,54.0,20,53.4,34.0
23,5,86,5,4,3,3,3,1,1,0,1,0,0,1,0,1,0,0,60.0,14,62.4,30.6
21,6,71,4,7,0,0,0,0,1,0,0,0,0,1,0,1,0,0,57.5,29,53.45,44.6
22,3,96,2,5,3,3,3,0,1,0,0,0,1,0,1,0,0,0,56.0,4,57.199999999999996,25.6
21,7,84,2,3,4,3,3,0,1,0,1,0,0,1,0,0,1,0,86.0,16,83.0,8.399999999999999
17,4,79,3,10,1,1,1,1,1,0,0,1,0,0,0,0,0,0,42.5,21,35.75,58.400000000000006
18,6,80,2,4,2,2,2,0,1,0,1,0,0,1,0,0,1,0,74.0,20,72.19999999999999,18.0
21,3,84,2,4,2,2,2,0,1,0,1,0,1,0,1,0,0,0,52.0,16,56.8,25.4
17,3,98,2,4,2,2,2,0,1,1,1,0,1,0,0,0,1,0,59.0,2,61.699999999999996,19.8
22,5,94,4,6,2,3,3,0,1,0,1,0,0,0,0,0,0,1,63.0,6,59.699999999999996,33.4
22,5,79,0,2,2,2,2,0,1,1,0,0,0,1,0,0,1,0,75.5,21,78.05,3.3999999999999986
21,3,82,1,5,2,2,2,0,1,1,1,1,0,0,1,0,0,0,52.0,18,54.4,27.200000000000003
18,2,83,3,2,4,3,3,0,0,0,0,1,0,0,0,1,0,0,44.5,17,56.349999999999994,22.8
24,7,66,3,5,3,3,3,1,1,0,0,0,1,0,0,0,0,0,70.0,34,67.0,29.6
25,3,80,2,7,2,2,2,0,1,1,0,0,0,0,0,0,1,0,44.0,20,44.0,42.0
21,4,83,0,4,0,1,1,0,1,0,0,0,0,1,0,0,0,1,65.5,17,66.25,14.8
22,1,74,2,7,0,0,0,1,1,0,0,0,1,0,0,0,0,1,25.0,26,30.7,50.4
21,3,95,0,2,3,3,3,0,1,1,1,0,1,0,1,0,0,0,67.5,5,72.45,3.0
22,5,73,1,4,2,1,1,0,1,1,0,1,0,0,1,0,0,0,65.5,27,66.25,19.799999999999997
20,3,73,3,3,2,2,2,0,1,0,0,0,0,1,0,0,0,0,45.5,27,54.65,28.799999999999997
20,4,87,1,5,2,2,2,0,1,1,0,0,0,1,0,0,0,0,62.5,13,61.75,22.200000000000003
23,4,84,0,4,2,2,2,0,1,1,0,1,0,0,0,1,0,0,66.0,16,66.6,14.399999999999999
26,3,78,3,4,3,3,3,0,1,1,0,0,0,1,0,1,0,0,46.0,22,52.599999999999994,31.799999999999997
17,6,90,0,5,3,3,3,0,1,0,0,1,0,0,0,0,0,1,83.0,10,76.1,11.0
20,7,84,2,5,2,3,3,0,1,1,0,0,0,0,0,0,0,1,82.0,16,75.4,18.4
18,5,96,0,4,2,2,2,0,0,0,0,0,0,1,0,1,0,0,80.0,4,76.4,6.600000000000001
24,4,67,3,3,0,0,0,1,1,0,1,0,0,0,0,0,1,0,50.5,33,58.14999999999999,28.200000000000003
19,3,77,4,7,2,2,2,0,0,1,0,0,0,0,0,0,0,0,36.5,23,38.75,51.2
17,1,95,3,7,1,1,1,1,1,0,0,0,1,0,1,0,0,0,32.5,5,35.95,46.0
22,4,85,0,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,62.5,15,59.35,24.0
24,4,81,2,6,1,1,1,0,1,0,0,0,0,1,0,0,1,0,54.5,19,53.75,33.6
22,2,78,0,5,2,2,2,0,1,0,1,0,0,1,0,0,0,0,45.0,22,49.5,27.799999999999997
21,4,84,0,5,3,3,3,0,1,1,0,1,0,0,0,0,1,0,64.0,16,62.8,19.4
21,5,72,1,4,3,3,3,0,0,0,0,0,0,0,0,1,0,0,65.0,28,65.9,20.200000000000003
24,3,70,1,8,2,1,1,1,0,1,0,0,0,1,0,0,0,1,40.0,30,38.8,47.0
19,4,71,3,5,2,2,2,0,1,1,0,0,1,0,0,0,0,1,48.5,29,51.949999999999996,36.6
20,1,88,4,3,3,3,3,1,1,1,0,0,1,0,1,0,0,0,34.0,12,46.599999999999994,32.8
20,6,89,1,4,3,2,2,0,1,0,0,0,1,0,0,0,0,0,81.5,11,77.44999999999999,10.399999999999999
18,3,78,2,6,1,1,1,0,1,1,0,0,0,1,0,1,0,0,45.0,22,47.099999999999994,37.8
20,3,78,0,6,3,3,3,0,1,0,0,0,1,0,0,0,1,0,51.0,22,51.3,29.799999999999997
23,4,82,3,6,2,2,2,0,1,0,1,0,0,1,0,0,0,0,52.0,18,52.0,37.2
22,3,74,0,2,3,3,3,0,1,0,0,0,1,0,1,0,0,0,57.0,26,65.1,11.399999999999999
22,5,87,3,6,2,2,2,0,1,0,0,0,1,0,0,0,1,0,62.5,13,59.35,32.2
21,3,79,2,7,0,0,0,0,1,1,0,1,0,0,0,0,0,0,43.5,21,43.65,42.4
22,3,81,2,2,2,2,2,0,1,0,0,0,1,0,0,0,0,0,54.5,19,63.349999999999994,16.6
