Age,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Stress_Index,GPA,Semester_GPA,CGPA,Dropout,Internet_Access_Yes,Part_Time_Job_Yes,Scholarship_Yes,Semester_Year 2,Semester_Year 3,Semester_Year 4,Department_Business,Department_CS,Department_Engineering,Department_Science
21,3,90,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1
21,3,79,2,7,2,2,2,0,1,1,1,0,0,0,0,0,0,0
20,3,77,1,5,3,3,3,0,1,0,1,0,1,0,1,0,0,0
23,2,91,1,3,1,1,1,0,1,1,0,0,0,1,0,0,0,1
22,1,78,2,8,1,1,1,0,1,0,0,1,0,0,0,0,0,0
21,4,84,2,6,2,2,2,1,1,1,0,0,0,1,0,0,1,0
22,4,80,3,7,2,2,2,0,1,1,0,0,0,1,0,1,0,0
20,6,83,0,6,3,4,4,0,1,1,0,0,0,1,0,1,0,0
24,5,80,3,5,2,2,2,1,1,0,0,0,1,0,1,0,0,0
17,4,89,3,3,3,3,3,0,1,0,0,1,0,0,0,0,0,1
21,3,82,1,5,1,1,1,0,1,0,1,0,0,0,0,1,0,0
21,4,79,0,5,1,1,1,1,1,0,1,0,1,0,0,0,0,0
22,2,84,0,7,0,0,0,1,1,1,0,0,0,1,0,0,1,0
19,4,69,3,5,1,1,1,0,1,0,0,0,1,0,0,0,0,0
17,4,90,3,5,2,2,2,0,1,0,0,1,0,0,0,0,0,1
21,4,69,3,5,2,2,2,0,0,1,1,0,0,1,0,0,0,1
21,2,76,1,5,0,0,0,1,1,0,1,0,0,0,1,0,0,0
24,2,78,3,2,1,1,1,0,1,1,1,0,0,0,1,0,0,0
18,1,84,2,5,1,0,0,1,0,1,0,0,0,1,0,0,0,1
23,3,95,2,5,3,3,3,0,1,1,1,0,0,0,1,0,0,0
26,4,90,1,5,1,1,1,0,1,0,0,0,0,0,0,0,0,1
20,3,70,3,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1
18,2,74,3,6,1,1,1,1,1,1,0,0,0,1,0,0,0,1
20,2,70,1,4,2,2,2,1,1,0,0,0,0,1,1,0,0,0
21,4,71,1,5,1,0,0,1,1,0,0,1,0,0,0,0,0,1
22,4,77,2,7,1,1,1,0,1,0,0,0,0,0,0,1,0,0
19,4,77,3,5,3,3,3,0,1,0,0,0,0,0,0,0,1,0
24,4,80,4,5,3,3,3,0,1,1,0,0,0,1,0,0,0,0
18,2,81,2,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0
17,3,83,2,5,2,2,2,0,1,0,0,0,0,0,1,0,0,0
23,3,74,3,4,3,2,2,0,1,0,1,1,0,0,0,1,0,0
17,5,81,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1
20,5,84,1,8,1,1,1,0,1,1,0,0,0,0,0,1,0,0
27,5,100,2,4,2,2,2,1,1,0,0,0,1,0,0,0,0,0
21,5,89,5,6,1,2,2,0,1,0,0,0,0,1,0,0,1,0
18,2,95,0,5,2,1,1,0,0,0,1,0,0,0,1,0,0,0
20,4,82,2,5,2,2,3,0,1,1,1,1,0,0,1,0,0,0
20,1,86,1,6,1,1,1,0,1,0,0,0,1,0,0,0,0,1
21,4,84,1,5,3,3,3,0,0,1,0,0,1,0,0,0,0,1
22,3,67,1,8,1,2,2,0,1,1,1,0,1,0,0,0,1,0
18,6,62,4,3,3,3,3,0,1,0,0,0,0,1,1,0,0,0
24,4,58,4,5,3,3,3,0,1,1,1,0,0,0,0,0,1,0
21,3,91,2,3,4,3,3,0,1,0,1,1,0,0,0,0,1,0
22,3,78,0,7,0,1,1,0,1,1,0,0,0,0,0,0,0,1
19,3,88,1,3,2,3,3,0,0,0,0,0,0,0,0,1,0,0
23,4,92,7,5,0,0,0,1,1,0,0,1,0,0,0,0,0,1
20,3,71,0,6,1,1,1,0,1,1,0,0,0,1,0,0,1,0
21,2,93,2,5,2,2,2,0,1,0,0,0,0,0,0,0,0,1
18,3,72,1,7,1,1,1,1,1,1,0,0,1,0,1,0,0,0
18,1,80,3,4,3,3,3,0,1,0,1,0,0,1,1,0,0,0
22,4,73,2,8,2,2,2,0,1,1,0,1,0,0,0,0,1,0
20,3,83,2,4,1,1,1,0,1,1,0,0,0,0,0,0,1,0
19,2,80,1,6,1,1,1,0,1,0,0,0,1,0,0,1,0,0
19,4,88,3,5,3,3,3,0,0,1,1,0,1,0,0,0,0,0
22,1,90,3,6,2,1,1,0,0,0,0,0,0,0,1,0,0,0
19,4,94,0,3,2,2,2,0,1,1,1,0,1,0,0,0,0,0
20,4,88,5,5,1,0,0,0,1,0,0,0,0,1,1,0,0,0
21,2,88,3,5,0,0,0,0,1,1,0,0,0,1,1,0,0,0
17,3,78,1,6,2,1,1,0,1,1,0,0,0,1,1,0,0,0
17,4,80,3,6,1,2,2,0,1,1,0,1,0,0,0,1,0,0
21,4,84,3,4,2,3,3,0,1,1,0,0,0,1,1,0,0,0
19,5,72,4,7,2,2,2,0,1,0,0,1,0,0,0,0,1,0
23,4,91,4,5,3,3,3,0,1,0,1,0,0,1,0,0,0,0
23,5,80,3,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0
22,5,83,2,3,2,2,2,0,1,1,0,1,0,0,0,0,0,0
25,4,69,3,4,3,3,3,0,1,1,0,1,0,0,0,1,0,0
20,3,79,1,7,0,0,0,0,1,0,1,0,1,0,0,0,1,0
22,3,88,1,8,1,1,1,1,0,0,1,0,0,0,0,1,0,0
19,3,85,1,6,2,2,2,0,1,0,1,0,1,0,1,0,0,0
26,5,88,0,5,3,3,3,0,0,1,0,0,0,1,0,0,0,1
25,3,79,2,3,2,2,2,0,1,0,0,0,0,1,0,0,0,1
21,5,83,0,6,1,2,2,0,1,1,0,0,1,0,0,1,0,0
21,3,81,4,6,1,2,1,0,1,0,0,0,0,1,1,0,0,0
24,5,87,1,1,3,3,3,0,1,0,0,1,0,0,0,0,0,1
20,4,84,0,2,2,2,2,0,1,0,1,0,1,0,0,1,0,0
19,3,78,2,6,2,1,1,1,0,1,1,0,0,1,0,1,0,0
22,4,61,2,4,4,3,3,0,1,0,0,0,0,0,0,1,0,0
21,2,83,0,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0
21,4,68,1,5,1,1,1,0,1,1,0,0,0,1,0,0,1,0
19,5,87,2,6,3,3,3,0,1,0,1,0,0,0,1,0,0,0
17,5,88,1,8,1,1,1,0,0,0,0,0,1,0,0,0,0,1
21,3,63,2,4,2,2,2,0,1,1,1,1,0,0,0,0,0,1
23,6,84,2,6,1,1,1,0,1,1,1,0,0,0,1,0,0,0
20,3,84,2,3,2,2,2,0,1,1,1,0,0,1,0,0,0,1
24,3,85,3,4,3,3,3,0,1,0,0,0,0,0,1,0,0,0
19,3,72,2,5,0,0,0,1,1,0,0,1,0,0,0,1,0,0
18,3,85,2,5,2,3,3,0,1,0,0,1,0,0,0,0,1,0
20,2,71,3,3,0,0,0,0,1,1,0,0,0,1,0,0,1,0
20,2,87,0,6,3,3,3,0,1,0,0,0,0,0,0,0,0,0
22,2,85,0,6,0,0,0,1,1,1,1,0,0,1,1,0,0,0
19,4,79,1,9,1,1,1,0,1,0,1,0,0,0,0,0,0,1
24,5,85,1,5,1,1,1,0,1,0,0,0,0,0,0,0,0,1
25,3,74,4,5,0,0,0,1,1,0,1,0,0,1,0,1,0,0
20,3,77,2,6,2,2,2,0,1,1,0,0,0,0,0,1,0,0
23,2,91,2,3,3,2,2,0,1,1,1,0,0,0,0,0,0,0
18,4,91,0,3,2,2,2,0,1,0,1,1,0,0,0,0,0,1
23,4,73,4,5,2,2,2,0,0,0,0,0,0,1,0,0,1,0
23,5,77,2,1,3,3,3,0,1,0,0,1,0,0,1,0,0,0
22,2,77,3,3,3,3,3,0,1,1,0,0,1,0,0,0,0,1
21,3,82,2,4,1,1,1,1,1,0,0,0,0,0,0,1,0,0
17,3,80,1,7,3,4,4,0,1,0,0,0,1,0,0,0,0,0
19,3,92,1,6,3,2,2,0,1,0,0,0,0,0,0,0,1,0
19,5,94,0,2,4,4,3,0,1,0,0,0,1,0,0,0,0,0
18,3,96,4,5,3,3,3,0,1,1,0,0,1,0,0,1,0,0
21,3,99,2,6,1,1,1,1,0,0,0,0,0,1,0,1,0,0
20,2,69,3,6,3,3,3,0,1,1,0,0,0,0,1,0,0,0
19,6,80,5,7,3,3,3,1,1,1,0,1,0,0,0,0,1,0
18,2,76,1,7,1,1,1,0,1,1,1,1,0,0,0,1,0,0
19,4,74,1,6,1,0,0,1,1,1,1,0,0,1,0,1,0,0
23,2,93,2,6,3,3,3,1,0,0,0,0,0,1,0,0,0,1
19,4,85,3,5,2,2,2,0,0,0,1,1,0,0,0,0,1,0
19,2,69,2,7,3,2,2,0,1,0,0,1,0,0,0,1,0,0
20,4,100,3,4,3,3,2,0,1,0,0,0,0,1,0,0,1,0
21,4,67,2,5,1,1,1,0,1,0,0,0,0,1,1,0,0,0
22,3,79,0,4,4,4,3,0,1,0,1,0,0,1,0,1,0,0
17,4,82,2,6,0,0,0,0,1,0,0,0,0,1,0,0,1,0
23,4,72,2,5,3,3,3,0,1,1,1,0,0,0,0,0,0,1
24,3,86,3,7,4,3,3,0,1,1,0,0,1,0,0,0,0,0
18,4,77,1,5,2,2,2,0,1,0,1,0,1,0,0,0,0,1
18,4,88,1,7,2,2,2,0,1,0,0,0,0,1,0,0,0,0
20,5,85,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0
19,2,62,0,4,0,0,0,0,1,1,0,1,0,0,1,0,0,0
21,4,69,2,7,1,1,1,0,1,0,0,0,0,1,0,0,0,1
17,4,88,3,5,2,2,2,0,1,0,0,0,0,0,0,0,0,0
18,3,85,1,7,0,0,0,1,1,0,0,1,0,0,0,0,0,0
24,5,73,4,6,2,1,1,1,1,0,0,0,0,0,0,0,0,0
19,3,76,2,3,1,1,1,0,0,0,0,0,1,0,1,0,0,0
23,4,81,3,8,1,2,2,1,1,1,0,1,0,0,1,0,0,0
21,3,65,5,4,1,1,1,0,1,0,0,1,0,0,0,0,0,0
17,5,100,2,4,4,4,4,0,1,0,0,0,0,0,0,1,0,0
22,4,74,2,7,2,2,2,0,1,1,0,1,0,0,0,0,0,0
20,1,82,2,3,4,3,3,0,1,0,0,0,0,0,1,0,0,0
20,5,95,2,3,1,0,0,1,1,1,0,0,0,1,0,0,0,1
21,4,80,0,4,2,2,2,0,1,1,1,0,1,0,0,1,0,0
22,4,84,1,7,0,1,1,1,1,0,1,1,0,0,0,0,0,1
22,3,74,2,9,0,0,1,1,1,0,0,0,1,0,0,0,0,0
23,2,77,4,5,1,2,2,0,1,0,0,0,0,0,0,0,0,1
21,4,74,3,4,2,3,3,0,0,1,0,0,0,1,0,0,1,0
18,2,92,1,7,0,0,0,1,0,0,0,1,0,0,0,1,0,0
20,3,76,3,4,1,1,1,1,0,1,0,0,1,0,0,0,1,0
27,4,76,1,4,1,1,1,0,0,1,1,1,0,0,0,1,0,0
22,2,75,1,6,0,0,0,0,1,1,1,0,0,1,1,0,0,0
26,2,85,5,7,1,0,1,1,1,0,0,0,1,0,0,1,0,0
24,4,86,2,5,2,3,3,0,1,1,0,0,1,0,1,0,0,0
21,3,66,2,4,0,0,0,1,1,1,1,0,0,0,0,0,1,0
21,6,82,4,9,2,2,2,0,1,1,0,1,0,0,0,0,0,1
20,3,84,3,4,2,2,2,0,1,0,0,0,1,0,1,0,0,0
17,1,93,2,4,2,2,2,1,1,0,0,0,0,0,1,0,0,0
21,5,72,0,4,1,1,1,0,1,0,0,0,1,0,0,0,0,0
23,2,73,0,6,1,1,1,0,1,0,0,0,0,1,0,0,0,0
19,2,87,1,4,3,3,3,0,0,1,1,0,0,1,0,1,0,0
21,3,81,1,7,3,3,3,0,0,0,1,0,1,0,0,0,0,0
22,4,93,3,5,2,3,3,0,1,0,1,0,0,1,1,0,0,0
19,4,90,0,4,1,2,2,0,1,1,0,1,0,0,0,0,1,0
20,5,84,2,4,4,4,4,0,1,0,1,0,0,0,1,0,0,0
18,0,81,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2,80,1,6,2,2,2,0,0,1,0,1,0,0,0,1,0,0
18,5,81,0,5,3,3,3,0,1,0,1,0,1,0,0,0,0,0
19,2,82,3,5,1,1,1,1,1,0,0,0,0,0,0,0,0,1
24,3,93,2,4,3,3,3,0,1,0,1,1,0,0,1,0,0,0
19,5,65,3,4,3,3,3,0,1,1,1,0,0,1,0,0,0,1
21,3,78,2,5,1,1,1,1,0,1,0,0,0,1,0,0,1,0
19,3,83,1,5,2,1,1,0,1,0,0,0,1,0,0,1,0,0
23,3,77,2,5,1,1,1,0,1,0,0,0,0,0,0,1,0,0
23,5,79,1,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0
22,1,78,4,5,1,1,1,0,1,0,1,1,0,0,0,1,0,0
21,6,92,2,5,1,2,2,0,1,0,0,0,1,0,0,0,0,1
20,3,78,1,5,2,2,2,0,1,0,0,0,0,1,0,0,0,0
18,3,76,2,4,3,3,3,1,0,1,0,0,0,0,0,0,0,1
25,2,88,0,6,1,1,1,0,1,0,0,1,0,0,0,1,0,0
19,2,77,2,5,2,3,3,0,1,0,0,0,0,0,1,0,0,0
22,0,80,0,4,3,2,2,0,1,0,0,0,1,0,0,1,0,0
23,5,73,2,5,0,0,0,1,1,0,1,0,0,1,0,0,0,1
19,1,78,0,4,0,0,0,0,1,1,1,0,1,0,0,0,0,1
23,3,81,2,5,1,2,2,0,1,1,1,1,0,0,0,0,0,0
22,3,71,1,8,2,1,1,0,0,0,0,0,0,0,0,1,0,0
24,4,81,0,5,2,2,2,0,0,0,0,1,0,0,0,0,0,0
20,1,86,2,5,2,2,2,1,1,1,0,1,0,0,0,0,0,0
18,2,66,2,8,1,1,1,0,1,0,1,0,0,0,0,0,1,0
19,4,76,2,6,1,1,1,0,1,0,0,0,1,0,1,0,0,0
21,4,100,1,6,2,2,2,0,0,1,0,0,0,0,1,0,0,0
21,3,80,1,5,2,2,2,0,1,0,0,0,1,0,1,0,0,0
20,4,91,2,4,2,2,2,0,1,1,0,0,0,1,0,0,1,0
17,6,81,3,6,4,3,3,1,1,1,0,1,0,0,0,0,0,0
22,5,79,1,8,2,1,1,0,1,1,0,0,0,0,0,0,0,1
25,5,89,2,3,3,3,3,1,1,0,0,0,1,0,0,0,1,0
22,4,91,1,5,3,3,3,0,1,0,1,0,1,0,0,0,0,1
22,4,74,0,5,3,3,3,0,1,0,0,0,0,1,0,0,0,1
22,3,73,2,4,1,1,1,0,1,1,0,0,0,1,0,0,1,0
21,4,71,1,7,2,2,2,0,1,1,1,0,1,0,0,1,0,0
23,6,75,1,5,3,2,2,1,1,0,1,0,0,1,0,0,1,0
21,5,91,4,6,3,2,2,0,0,1,0,0,0,1,0,1,0,0
20,3,82,3,4,3,2,2,1,1,0,1,0,1,0,0,0,0,1
19,4,91,3,5,3,3,3,0,0,1,0,0,0,0,0,0,0,0
20,4,73,1,3,3,3,3,0,1,1,0,0,0,0,0,0,0,0
21,5,74,0,8,2,2,2,1,1,1,1,0,0,0,0,1,0,0
20,3,78,3,6,1,2,2,1,1,0,0,0,0,0,0,0,1,0
21,3,84,0,3,3,3,3,0,1,1,0,1,0,0,0,1,0,0
22,4,80,3,5,0,0,0,0,1,1,1,0,1,0,0,0,0,0
22,5,87,1,5,2,3,3,1,1,0,1,0,0,1,0,0,0,1
23,3,85,0,6,3,3,3,0,1,0,0,0,0,1,0,0,0,1
21,4,85,2,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0
18,2,87,3,2,3,2,2,0,0,1,1,0,0,0,0,1,0,0
20,2,90,1,4,1,1,1,0,1,1,0,0,0,0,0,0,1,0
21,5,62,2,7,2,2,2,0,1,0,0,1,0,0,0,0,1,0
17,3,81,3,7,2,2,2,1,0,1,0,0,0,0,1,0,0,0
24,4,88,2,5,2,2,2,0,0,0,0,0,0,0,1,0,0,0
21,7,100,0,5,3,3,3,0,1,1,0,0,1,0,1,0,0,0
21,5,81,1,5,2,2,2,0,1,0,0,0,0,0,0,0,0,0
24,4,64,2,5,0,1,1,1,1,1,0,1,0,0,0,1,0,0
19,4,93,1,5,4,3,3,0,1,0,0,0,0,1,0,1,0,0
22,1,72,2,4,2,2,2,0,1,0,0,0,0,1,1,0,0,0
20,3,85,3,6,4,4,4,1,1,0,0,1,0,0,0,0,0,1
20,2,86,2,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0
19,4,83,0,6,0,1,0,1,1,0,0,0,0,1,1,0,0,0
24,6,64,1,6,4,4,4,0,1,0,1,0,0,0,0,0,1,0
20,1,79,2,3,2,2,2,1,1,1,0,0,1,0,1,0,0,0
22,6,69,4,3,3,3,3,0,1,0,1,0,0,1,0,1,0,0
17,4,85,0,3,2,2,2,0,1,0,0,0,0,1,0,1,0,0
23,2,74,2,7,2,2,2,0,1,1,0,1,0,0,0,0,1,0
23,2,65,2,4,3,3,3,0,0,0,0,0,0,1,0,0,0,1
21,3,87,1,7,0,0,0,1,1,0,0,1,0,0,0,0,1,0
20,2,71,1,4,1,1,1,1,1,0,1,1,0,0,1,0,0,0
21,2,83,3,5,0,0,0,1,1,0,1,1,0,0,0,0,0,0
26,4,76,1,5,1,1,1,1,0,1,1,0,0,0,1,0,0,0
17,3,88,0,4,3,4,4,0,1,1,1,1,0,0,0,0,0,0
22,4,88,3,2,4,3,3,0,0,0,0,0,0,1,0,0,0,1
19,4,83,6,5,0,0,0,1,1,0,0,0,1,0,0,0,0,1
21,4,81,2,4,1,2,2,0,1,1,1,1,0,0,0,1,0,0
20,5,78,2,2,4,4,3,0,1,1,1,0,1,0,0,0,0,1
20,2,72,1,6,1,1,1,0,1,1,1,0,0,1,0,1,0,0
21,3,77,3,6,0,0,0,1,1,0,1,1,0,0,0,0,0,0
18,2,85,2,4,2,2,2,0,1,1,1,0,0,1,0,1,0,0
23,2,97,2,3,0,0,0,0,1,1,1,0,0,0,0,0,1,0
17,5,86,3,8,2,2,2,0,1,0,0,0,0,0,0,1,0,0
22,3,87,2,6,2,2,2,0,1,1,0,1,0,0,0,1,0,0
20,4,81,4,1,4,4,3,0,1,1,1,0,0,1,0,0,0,1
18,4,86,0,4,2,2,2,0,1,0,0,1,0,0,0,0,0,1
21,4,64,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17,4,76,1,4,1,1,1,0,1,1,0,0,0,0,1,0,0,0
21,4,87,2,7,2,2,2,0,1,0,0,0,0,0,1,0,0,0
17,2,87,0,6,2,2,2,0,1,1,1,1,0,0,0,0,0,1
22,4,77,1,6,2,2,2,0,1,0,0,0,1,0,0,0,0,0
19,4,71,0,5,2,2,2,0,1,1,1,1,0,0,0,1,0,0
20,2,81,3,7,3,2,2,0,0,0,0,0,1,0,0,1,0,0
21,1,78,2,4,2,2,2,0,1,1,1,1,0,0,0,0,0,1
19,4,89,2,5,1,1,1,0,1,1,0,0,0,1,0,0,1,0
20,5,87,2,6,3,3,3,0,1,0,0,0,0,1,0,0,0,0
17,4,79,2,5,2,2,2,0,1,0,0,0,0,0,1,0,0,0
22,3,90,2,1,3,3,3,0,0,0,0,0,0,1,0,0,1,0
24,1,79,4,2,2,2,3,0,1,0,0,0,0,1,0,0,1,0
27,4,84,3,9,2,2,2,0,1,0,0,0,0,1,1,0,0,0
21,5,98,3,6,3,3,3,0,0,0,0,1,0,0,0,0,0,0
22,3,78,1,6,1,0,0,1,0,0,0,0,0,1,0,0,1,0
17,4,83,1,8,3,3,3,1,1,1,0,0,0,1,0,1,0,0
24,4,82,2,3,1,1,1,0,1,0,0,0,1,0,0,1,0,0
22,2,82,0,4,0,0,0,1,1,0,0,1,0,0,1,0,0,0
19,3,75,1,3,2,2,2,0,1,0,0,1,0,0,0,1,0,0
23,3,92,2,9,1,1,1,0,1,0,0,1,0,0,1,0,0,0
20,3,74,1,3,3,3,3,0,0,0,1,1,0,0,1,0,0,0
20,4,96,2,7,1,1,1,0,1,0,0,1,0,0,0,0,0,0
22,4,95,0,4,3,3,3,0,1,1,0,0,0,0,0,0,1,0
18,3,84,4,5,1,1,1,1,1,0,1,0,0,1,0,0,0,0
23,3,82,0,7,2,1,1,1,1,1,1,1,0,0,0,0,0,1
18,4,75,1,6,2,1,1,1,1,1,1,0,1,0,1,0,0,0
18,4,82,2,5,1,1,1,0,1,1,0,0,1,0,1,0,0,0
19,4,90,0,9,1,1,1,1,1,0,1,1,0,0,0,0,0,0
22,4,76,2,5,2,2,2,0,1,1,0,0,1,0,0,0,1,0
19,2,93,1,3,2,2,2,0,1,1,0,1,0,0,0,0,1,0
18,4,90,2,4,1,1,1,1,1,0,0,0,0,1,0,0,1,0
19,2,81,1,7,1,1,1,0,1,0,0,0,1,0,0,0,1,0
20,3,88,2,4,2,2,2,0,0,0,0,0,1,0,1,0,0,0
18,1,74,2,7,0,0,0,1,1,1,1,0,0,1,1,0,0,0
18,4,81,1,2,3,4,3,0,1,1,1,1,0,0,0,0,1,0
25,2,99,3,7,0,0,0,1,1,1,0,0,1,0,0,0,0,0
19,2,91,1,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0
20,2,86,2,3,4,4,3,0,1,1,0,0,0,1,1,0,0,0
20,4,82,1,5,1,1,1,0,0,1,1,0,1,0,0,0,0,0
20,3,81,1,5,3,3,3,0,1,0,0,0,0,1,0,0,1,0
22,3,81,2,6,2,2,2,0,1,0,1,0,0,0,0,0,0,1
23,6,75,5,7,1,1,1,1,1,1,0,0,1,0,0,1,0,0
20,4,87,3,4,3,4,3,0,1,0,1,0,1,0,0,1,0,0
18,1,90,2,6,0,1,1,0,1,1,1,1,0,0,1,0,0,0
23,2,80,5,5,1,2,2,0,1,1,0,0,1,0,0,0,1,0
20,1,85,0,5,2,2,2,0,1,1,0,0,0,0,0,0,0,1
24,3,76,1,8,0,0,0,1,0,0,1,0,1,0,0,0,1,0
17,5,81,3,5,1,1,1,0,1,0,1,0,0,0,0,0,1,0
21,4,75,1,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0
25,3,80,1,6,2,2,2,0,1,0,0,0,1,0,1,0,0,0
20,3,83,5,8,1,1,1,0,0,0,0,1,0,0,0,1,0,0
20,4,86,4,5,2,2,2,0,1,1,1,1,0,0,0,0,0,0
21,1,77,2,7,0,0,0,1,0,0,0,0,1,0,0,0,1,0
19,3,85,0,4,3,3,3,0,1,0,0,0,0,0,0,0,0,0
20,4,74,1,6,1,1,1,1,1,0,0,1,0,0,0,0,1,0
20,2,84,2,2,2,2,2,0,1,1,1,1,0,0,0,0,1,0
19,4,99,0,5,1,1,1,0,1,0,0,0,0,1,0,0,0,0
23,6,79,0,5,4,4,4,0,1,0,0,0,1,0,0,0,1,0
22,4,56,0,5,1,1,1,1,1,0,0,0,0,1,0,0,1,0
21,1,89,0,6,2,2,2,0,1,0,1,1,0,0,0,0,1,0
22,3,84,3,7,1,1,1,0,1,0,0,0,1,0,1,0,0,0
20,3,85,0,2,2,2,2,0,1,0,0,0,1,0,0,0,1,0
19,7,92,2,8,2,2,2,0,1,0,0,0,0,0,0,1,0,0
19,5,76,0,4,3,3,3,0,1,0,0,0,1,0,0,1,0,0
21,5,76,2,3,2,3,3,0,1,0,0,0,0,0,0,0,0,0
18,4,86,1,7,1,1,1,0,1,0,1,0,0,0,0,0,0,1
19,2,90,1,3,2,2,2,0,1,0,0,1,0,0,0,0,1,0
19,6,83,3,8,2,2,2,1,1,1,0,0,1,0,0,0,0,1
25,5,81,6,1,3,4,4,0,0,1,1,0,1,0,0,0,0,0
17,5,84,4,4,2,3,3,0,1,0,0,0,0,1,1,0,0,0
20,6,87,1,7,1,0,0,0,1,1,1,0,0,1,0,1,0,0
24,6,70,1,6,2,2,2,0,1,1,0,0,1,0,1,0,0,0
21,3,74,1,1,2,2,2,0,1,0,1,1,0,0,0,0,1,0
22,4,81,1,4,2,2,2,1,1,1,0,0,0,1,0,0,0,1
21,4,87,0,2,2,3,2,0,1,0,0,0,0,1,0,1,0,0
19,5,99,2,5,4,4,3,0,1,0,1,1,0,0,0,1,0,0
17,4,81,3,5,1,2,2,0,1,1,0,0,1,0,0,0,0,0
21,4,84,2,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0
19,4,76,1,5,1,2,2,0,1,0,0,0,0,0,1,0,0,0
19,3,87,1,3,3,4,4,0,1,0,1,0,1,0,0,1,0,0
19,4,73,2,4,4,3,3,0,1,1,1,0,1,0,0,1,0,0
24,5,81,3,7,2,2,2,0,1,0,0,0,1,0,0,0,0,1
26,2,74,3,4,1,0,0,1,1,0,0,1,0,0,0,1,0,0
21,4,65,4,4,2,2,2,1,1,1,1,0,0,1,0,0,1,0
20,4,100,5,7,1,1,1,1,1,0,1,0,1,0,0,0,1,0
18,6,88,1,3,3,3,3,0,1,0,0,1,0,0,0,0,0,0
22,3,88,4,8,0,0,0,0,1,0,1,0,0,1,0,0,1,0
24,2,89,2,8,0,0,0,1,1,0,1,1,0,0,0,1,0,0
20,5,93,1,3,2,2,2,0,1,0,1,0,0,0,0,0,0,1
17,4,83,1,7,2,2,2,1,1,1,0,0,0,1,0,0,1,0
22,3,88,1,1,3,2,2,0,1,1,1,1,0,0,0,0,0,1
23,5,78,1,5,1,1,1,1,1,1,0,0,0,0,0,0,1,0
17,1,80,0,3,4,3,3,0,1,1,1,0,0,1,1,0,0,0
21,3,69,1,6,0,0,0,1,1,0,0,1,0,0,1,0,0,0
22,4,83,2,6,2,2,2,1,1,1,0,0,1,0,0,0,1,0
20,4,77,2,5,3,3,3,0,1,0,0,0,1,0,1,0,0,0
19,2,80,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1
23,2,88,0,7,2,3,3,0,1,0,0,0,1,0,0,0,0,1
20,6,84,2,5,3,4,4,1,1,0,0,1,0,0,0,1,0,0
17,4,90,1,4,2,2,2,0,1,1,0,1,0,0,1,0,0,0
17,4,77,2,5,2,2,2,0,1,0,1,0,0,0,0,0,0,1
23,3,85,1,5,2,2,2,0,1,0,1,0,0,1,0,1,0,0
22,2,76,3,5,0,0,0,1,1,1,1,0,0,1,1,0,0,0
21,3,80,2,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0
20,5,79,2,7,1,2,2,0,1,0,0,0,0,1,0,0,0,0
19,3,73,1,7,1,1,1,1,1,0,1,1,0,0,0,1,0,0
18,3,78,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1
20,6,86,1,6,4,3,4,0,1,0,0,1,0,0,0,1,0,0
17,6,74,2,5,3,3,3,0,1,0,0,0,1,0,0,1,0,0
19,2,76,2,7,0,0,0,1,1,1,1,1,0,0,1,0,0,0
20,4,76,3,5,2,2,2,0,1,0,1,0,0,1,0,1,0,0
22,3,93,3,5,2,1,1,0,1,0,1,0,1,0,0,0,0,1
20,2,88,4,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0
22,4,95,0,6,2,2,2,0,0,0,1,0,1,0,1,0,0,0
24,3,92,1,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0
23,3,81,2,8,1,1,1,0,1,1,0,0,1,0,0,0,0,0
22,5,97,2,7,1,1,1,0,1,0,0,0,0,0,1,0,0,0
21,1,94,0,5,1,1,1,0,1,1,0,1,0,0,1,0,0,0
18,3,81,4,5,2,2,1,0,1,0,0,0,0,1,0,0,0,1
22,4,84,1,5,2,1,1,1,1,0,0,0,0,0,0,1,0,0
24,5,76,3,7,2,2,2,0,1,1,0,0,0,1,0,0,0,1
21,3,81,4,5,1,1,1,0,1,0,0,0,1,0,0,0,1,0
25,4,69,2,9,0,0,0,1,1,0,0,0,0,1,0,0,0,1
17,3,77,3,5,1,2,2,0,1,1,0,0,1,0,1,0,0,0
18,3,88,3,8,1,1,1,0,1,0,0,0,0,1,0,0,0,0
